id,author,volume,title,institution,venue,address,publisher,year,pages,editor,note,month
136,"a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.",,a general lower bound on the number of examples needed for learning.,,"33 proceedings of the 1988 workshop on computational learning theory,",,"morgan kaufmann publishers,","1988,",pp. 139-154.,,,
137,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-261,",,,
138,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,
139,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,
140,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"inf. and computation,",,,1989,"247-266,",,,
141,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant,",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,(1989).,247-251.,,,
142,"ehrenfeucht, a., haussler, d., kearns m., & valiant, l.g.","82,",a general lower bound on the number of examples needed for learning.,,"information and computation,",,,(1989).,247-261.,,,
143,"ehrenfeucht, a., haussler, d., kearns, m. j., and valiant, l.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,247-261.,,,
144,"ehrenfeucht, a., haussler, d., kearns, m., & valiant, l. g.","82,",a general lower bound on the number of examples needed for learning.,,"information and computation,",,,(1989).,247-261.,,,
145,"ehrenfeucht, a., haussler, d., kearns, m., & valiant, l.g.",,a general lower bound on the number of examples needed for learning.,,"information and computation 82,",,,(1989).,pp. 247-261.,,,
146,"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,(1989).,247-261.,,,
147,"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,(1989).,267-284.,,,
148,"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.",,a general lower bound on the number of examples needed for learning.,,"information and control 82,",,,(1989).,,,,
149,"ehrenfeucht, andrzej; haussler, david; kearns, michael; and valiant,",,leslie 1989. a general lower bound on the number of examples needed for learning.,,information and computation 82,,,,247-261.,,,
150,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.","82 (3) (1989),","a general lower bound on the number of examples needed for learning,",,"information and computation,",,,,247-261.,,,
151,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,
152,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-261,",,,
153,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,september
154,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",,"a general lower bound on the number of examples needed for learning. information and computation,",,,"82(3):247251,",,1989,,,,
155,"ehrenfeucht, a., haussler, d., kearns, m., and valiant, l.","vol. 82 (1989),",a general lower bound on the number of examples needed for learning.,,"information and computation,",,,,pp. 247-261.,,,
156,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,
157,"a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.","82(3),",a general lower bound on the number of examples needed for learning.,,"information and computation,",,,"1989,",pp. 247-261.,,,
158,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-261,",,,
159,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-261,",,,
160,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-261,",,,
161,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and control,",,,1989,"247-251,",,,
162,"a. ehrenfeucht, d. haussler, m. j. kearns and l. g. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,
163,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,september
164,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,
165,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,september
166,"a. ehrenfeucht, d. haussler, m. j. kearns, and l. valiant.",,"a general lower bound on the number of examples needed for learning. information and computation,",,,"82:247261,",,1989,,,,
167,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-261,",,,
168,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,
169,"a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.","82(3),",a general lower bound on the number of examples needed for learning.,,"information and computation,",,,"1989,",pp. 247-261.,,,
170,"andrzej ehrenfeucht, david haussler, michael kearns, and leslie valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,september
171,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82,a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-261,",,,
172,"a. ehrenfeucht, d. haussler, m. kearns, and l. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,september
173,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",82(3),a general lower bound on the number of examples needed for learning.,,"information and computation,",,,1989,"247-251,",,,
174,"a. ehrenfeucht, d. haussler, m. kearns, and l.g. valiant.",,"a general lower bound on the number of examples needed for learning. information and computation,",,,"82(3):247251,",,1989,,,,
175,"m. feder, y. freund, and y. mansour.",,optimal universal learning and prediction of probabilistic concepts.,,"in proc. of ieee information theory conference,",,"ieee,",1995,page 233.,,,
176,"m. feder, y. freund, and y. mansour.",,optimal universal learning and prediction of probabilistic concepts.,,"in proc. of ieee information theory conference,",,"ieee,",1995,page 233.,,,
177,"m. feder, yoav freund and yishay mansour,",,"optimal universal learning and prediction of probabilistic concepts,",,,,,,,,"to appear in proc. ieee information theory conference, 1995; published by ieee. 13",
178,"m. feder, y. freund, and y. mansour.",,optimal universal learning and prediction of probabilistic concepts.,,"in proc. of ieee information theory conference,",,"ieee,",1995,page 233.,,,
179,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,
180,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,
181,yoav freund.,,boosting a weak learning algorithm by majority.,,"in proceedings of the third annual workshop on computational learning theory,",,,1990,"pages 202-216,",,,august
182,"freund, y.",,"boosting a weak learning algorithm by majority,",,"in 'proceedings of the third annual workshop on computational learning theory',",,,"(1990),",pp. 202-216.,,to appear in information and computation.,
183,"freund, y.",,"boosting a weak learning algorithm by majority,",,"in proceedings of the third annual workshop on computational learning theory,",,,"(1990),",pp. 202-216.,,to appear in information and computation.,
184,"freund, y.",,"boosting a weak learning algorithm by majority,",,"in `proceedings of the third annual workshop on computational learning theory',",,,"(1990),",pp. 202-216.,,,
185,"freund, y.",,boosting a weak learning algorithm by majority.,,"in 3rd annual workshop on computational learning theory,",,,(1990).,pages 202-216.,,,
186,"freund, y.",,boosting a weak learning algorithm by majority.,,"in proceedings of the third annual workshop on computational learning theory,","rochester, ny.",morgan kaufmann.,(1990).,"(pp. 202-216),",,,
187,"freund, y.",,boosting a weak learning algorithm by majority.,,proc. 3rd work. comp. learning theory (pp.,,,(1990).,202-216).,,,
188,"freund, y.",,boosting a weak learning algorithm by majority.,,proceedings of the third annual workshop on computational learning theory (pp.,san francisco:,morgan kaufmann.,(1990).,202-216).,,,
189,"freund, y.",,boosting a weak learning algorithm by majority.,,"in proceedings of the third workshop on computational learning theory,","san mateo, ca.",morgan kaufmann.,1990,202-216.,,,
190,y. freund.,,boosting a weak learning algorithm by majority.,,"in proc. 3rd work. comp. learning theory,",,,1990,"pages 202-216,",,,
191,yoav freund.,,boosting a weak learning algorithm by majority.,,"in proceedings of the third annual workshop on computational learning theory,",,"morgan kaufmann,",1990,pages 202-216.,,,
192,yoav freund.,,boosting a weak learning algorithm by majority.,,"in proc. of the 3rd ann. workshop on comput. learning theory,",,"morgan kaufmann,",1990,pages 202-216.,,,august
193,yoav freund.,,boosting a weak learning algorithm by majority.,,"in proceedings of the third annual workshop on computational learning theory,",,"morgan kaufmann,",1990,pages 202-216.,,,
194,yoav freund.,,boosting a weak learning algorithm by majority.,,"in proceedings of the third annual workshop on computational learning theory,",,"morgan kaufmann,",1990,pages 202-216.,,,22
195,y. freund.,,boosting a weak learning algorithm by majority.,,"in proc. 3rd work. comp. learning theory,",,,1990,"pages 202-216,",,,
196,yoav freund.,,boosting a weak learning algorithm by majority.,,"in proceedings of the third annual workshop on computational learning theory,",,"morgan kaufmann,",1990,pages 202-216.,,,
197,"freund, y.,",,"boosting a weak learning algorithm by majority,",,"proceedings of the 1990 workshop on computational learning theory, p.",,,1990,"202-231.,",,,august
198,"freund, y.,",,"boosting a weak learning algorithm by majority voting,",,"proceedings of the 3rd annual workshop on computational learning theory,",,,1990,"pp. 202-216,",,,
199,y. freund.,,boosting a weak learning algorithm by majority.,,"in proceedings of the 1990 workshop on computational learning theory,","san mateo, ca,",,1990,"pages 202-231,",,morgan kaufmann. 34 references,august
200,y. freund.,,boosting a weak learning algorithm by majority.,,"in proceedings of the third workshop on computational learning theory,","san mateo, ca, 1990.",morgan kaufmann.,,"pages 202-216,",,,
201,"y. freund, h. s. seung, e. shamir, and n. tishby.",,"information, prediction, and query by committee.",,"in advances in neural informations processing systems 5,","san mateo, ca, 1992.",morgan kaufmann.,,,,,
202,"yoav freund, h. sebastian seung, eli shamir, and naftali tishby.","volume 5,","information, prediction, and query by committee.",,"advances in neural information processing systems,","san mateo, ca,","morgan kaufmann,",1993,pages 483-490.,"in stephen jose hanson, jack d. cowan, and c. lee giles, editors,",,
